Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
35	35	XS1_240322_15_CA_F_7_D2		0	8.71	81.604		81.604	bb			10
22	22	XS1_240322_18_NC_F_15_E1		0	8.72	74.904		74.904	bb			11
28	28	XS1_240322_19_NC_F_15_E2		0	8.71	101.647		101.647	bb			14
34	34	XS1_240322_22_CA_F_15_F1		0	8.68	65.855		65.855	bb			13
32	32	XS1_240322_23_CA_F_15_F2		0	8.67	96.862		96.862	bb			14
4	4	XS1_240322_26_NC_F_30_g1		0	8.21	188.05		188.05	bb			11
23	23	XS1_240322_27_NC_F_30_g2		0	8.72	106.712		106.712	bb			12
5	5	XS1_240322_30_CA_h_30_h1		0	8.61	22.433		22.433	bb			4
9	9	XS1_240322_31_CA_h_30_h2		0	8.72	68.276		68.276	bb			8
12	12	XS1_240322_34_NC_F_45_I1		0	8.76	114.851		114.851	bb			8
11	11	XS1_240322_35_NC_F_45_I2		0	8.54	123.43		123.43	bb			9
3	3	XS1_240322_38_CA_J_45_J1		0	8.52	60.327		60.327	bb			10
7	7	XS1_240322_39_CA_J_45_J2		0	8.73	73.534		73.534	bb			8
33	33	XS1_240322_42_NC_K_60_K1		0	8.72	47.831		47.831	bb			11
14	14	XS1_240322_43_NC_K_60_K2		0	8.76	42.662		42.662	bb			10
21	21	XS1_240322_46_CA_F_60_L1		0	8.7	76.936		76.936	bb			11
6	6	XS1_240322_47_CA_F_60_L2		0	8.74	127.019		127.019	bb			7
13	13	XS1_240322_50_NC_F_90_M1		0	8.74	57.457		57.457	bb			8
30	30	XS1_240322_51_NC_F_90_M2		0	8.75	55.406		55.406	bb			11
26	26	XS1_240322_54_CA_F_90_N1		0	8.66	79.299		79.299	bb			11
37	37	XS1_240322_55_CA_F_90_N2		0	8.69	61.175		61.175	bb			14
15	15	XS1_240322_58_NC_media_AK1		0	8.71	62.721		62.721	bb			11
16	16	XS1_240322_59_NC_media_AK2		0	8.72	79.654		79.654	bb			9
24	24	XS1_240322_60_CA_media_AL1		0	8.59	60.46		60.46	bb			9
19	19	XS1_240322_61_CA_media_AL2		0	8.7	79.604		79.604	bb			11
18	18	XS1_240322_MB_PooledQC_03		0	8.59	63.308		63.308	bb			5
25	25	XS1_240322_MB_PooledQC_04		0	8.01	28.552		28.552	bb			3
31	31	XS1_240322_MB_PooledQC_05		0	8.58	6.813		6.813	bb			3
10	10	XS1_240322_MB_PooledQC_06		0	8.76	133.984		133.984	bb			10
1	1	XS1_240322_MB_SST_01		0	8.5	1604851.75		1604851.75	bb			62523
38	38	XS1_240322_MB_SST_02		0	8.49	1446650.5		1446650.5	bb			62180
												
Compound 103:  Acetyl-CoA												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	16.13	478.242		478.242	bb			53
2	2	XS1_240322_02_NC_C_A2		0	15.8	8250.321		8250.321	bb			3771
8	8	XS1_240322_06_CA_C_B1		0	15.99	1673.702		1673.702	bb			236
20	20	XS1_240322_07_CA_C_B2		0	16.31	120.504		120.504	bb			14
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0	15.8	68.053		68.053	bb			12
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0	16.25	633.451		633.451	bb			59
28	28	XS1_240322_19_NC_F_15_E2		0	16.31	1109.151		1109.151	bb			80
34	34	XS1_240322_22_CA_F_15_F1		0	16.48	50.732		50.732	bb			5
32	32	XS1_240322_23_CA_F_15_F2		0	15.72	2.588		2.588	bb			3
4	4	XS1_240322_26_NC_F_30_g1		0	15.89	1097.969		1097.969	bb			245
23	23	XS1_240322_27_NC_F_30_g2		0	16.1	586.555		586.555	bb			36
5	5	XS1_240322_30_CA_h_30_h1		0	15.93	130.701		130.701	bb			24
9	9	XS1_240322_31_CA_h_30_h2		0	16.07	321.465		321.465	bb			27
12	12	XS1_240322_34_NC_F_45_I1		0	16.01	1282.747		1282.747	bb			145
11	11	XS1_240322_35_NC_F_45_I2		0	16.07	963.596		963.596	bb			122
3	3	XS1_240322_38_CA_J_45_J1		0	15.89	372.927		372.927	bb			100
7	7	XS1_240322_39_CA_J_45_J2		0	15.99	155.456		155.456	bb			28
33	33	XS1_240322_42_NC_K_60_K1		0	16.34	0.904		0.904	bb			1
14	14	XS1_240322_43_NC_K_60_K2		0	16.06	674.896		674.896	bb			102
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0	15.96	183.115		183.115	bb			29
13	13	XS1_240322_50_NC_F_90_M1		0	16.03	1543.47		1543.47	bb			230
30	30	XS1_240322_51_NC_F_90_M2		0	16.25	1014.867		1014.867	bb			95
26	26	XS1_240322_54_CA_F_90_N1		0	16.22	31.637		31.637	bb			7
37	37	XS1_240322_55_CA_F_90_N2		0	15.88	377.533		377.533	bb			21
15	15	XS1_240322_58_NC_media_AK1		0	15.71	2.046		2.046	bb			3
16	16	XS1_240322_59_NC_media_AK2		0	16.17	1.008		1.008	bb			2
24	24	XS1_240322_60_CA_media_AL1		0	15.84	131.598		131.598	bb			9
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	15.74	1.771		1.771	bb			4
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	15.84	98.932		98.932	bb			14
10	10	XS1_240322_MB_PooledQC_06		0	16.1	425.627		425.627	bb			54
1	1	XS1_240322_MB_SST_01		0	16.15	34640.453		34640.453	bb			8384
38	38	XS1_240322_MB_SST_02		0	16.14	21251.189		21251.189	bb			7509
												
Compound 104:  Valine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
Compound 105:  Aspartate												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	6.34	234.356		234.356	bb			73
2	2	XS1_240322_02_NC_C_A2		0	6.33	428.888		428.888	bb			122
8	8	XS1_240322_06_CA_C_B1		0	6.38	361.263		361.263	bb			112
20	20	XS1_240322_07_CA_C_B2		0	6.29	222.711		222.711	bb			57
36	36	XS1_240322_10_NC_F_7_C1		0	6.21	115.965		115.965	bb			58
29	29	XS1_240322_11_NC_F_7_C2		0	6.33	172.835		172.835	bb			63
27	27	XS1_240322_14_CA_F_7_D1		0	6.24	140.683		140.683	bb			41
35	35	XS1_240322_15_CA_F_7_D2		0	6.31	119.79		119.79	bb			49
22	22	XS1_240322_18_NC_F_15_E1		0	6.28	99.413		99.413	bb			33
28	28	XS1_240322_19_NC_F_15_E2		0	6.23	79.245		79.245	bb			33
34	34	XS1_240322_22_CA_F_15_F1		0	6.29	132.303		132.303	bb			55
32	32	XS1_240322_23_CA_F_15_F2		0	6.23	122.443		122.443	bb			32
4	4	XS1_240322_26_NC_F_30_g1		0	6.3	170.564		170.564	bb			52
23	23	XS1_240322_27_NC_F_30_g2		0	6.31	214.797		214.797	bb			74
5	5	XS1_240322_30_CA_h_30_h1		0	6.35	219.207		219.207	bb			68
9	9	XS1_240322_31_CA_h_30_h2		0	6.27	91.815		91.815	bb			32
12	12	XS1_240322_34_NC_F_45_I1		0	6.28	143.812		143.812	bb			52
11	11	XS1_240322_35_NC_F_45_I2		0	6.28	223.767		223.767	bb			73
3	3	XS1_240322_38_CA_J_45_J1		0	6.21	77.411		77.411	bb			29
7	7	XS1_240322_39_CA_J_45_J2		0	6.33	190.764		190.764	bb			53
33	33	XS1_240322_42_NC_K_60_K1		0	6.34	225.029		225.029	bb			104
14	14	XS1_240322_43_NC_K_60_K2		0	6.33	199.429		199.429	bb			60
21	21	XS1_240322_46_CA_F_60_L1		0	6.3	195.861		195.861	bb			49
6	6	XS1_240322_47_CA_F_60_L2		0	6.34	228.668		228.668	bb			55
13	13	XS1_240322_50_NC_F_90_M1		0	6.29	181.038		181.038	bb			53
30	30	XS1_240322_51_NC_F_90_M2		0	6.3	185.641		185.641	bb			83
26	26	XS1_240322_54_CA_F_90_N1		0	6.27	107.324		107.324	bb			39
37	37	XS1_240322_55_CA_F_90_N2		0	6.31	140.833		140.833	bb			40
15	15	XS1_240322_58_NC_media_AK1		0	6.25	14.499		14.499	bb			8
16	16	XS1_240322_59_NC_media_AK2		0	6.71	1.189		1.189	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	6.18	8.322		8.322	bb			4
19	19	XS1_240322_61_CA_media_AL2		0	6.21	8.793		8.793	bb			3
18	18	XS1_240322_MB_PooledQC_03		0	6.44	44.03		44.03	bb			8
25	25	XS1_240322_MB_PooledQC_04		0	6.77	0.757		0.757	bb			1
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	6.32	96.654		96.654	bb			40
1	1	XS1_240322_MB_SST_01		0	6.13	24832.318		24832.318	bb			530
38	38	XS1_240322_MB_SST_02		0	6.1	23158.08		23158.08	bb			1110
												
Compound 106:  Tyrosine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	4.48	71.248		71.248	bb			32
2	2	XS1_240322_02_NC_C_A2		0	4.49	410.355		410.355	bb			180
8	8	XS1_240322_06_CA_C_B1		0	4.45	97.321		97.321	bb			32
20	20	XS1_240322_07_CA_C_B2		0	4.5	192.987		192.987	bb			81
36	36	XS1_240322_10_NC_F_7_C1		0	4.47	317.583		317.583	bb			184
29	29	XS1_240322_11_NC_F_7_C2		0	4.48	88.048		88.048	bb			33
27	27	XS1_240322_14_CA_F_7_D1		0	4.49	163.428		163.428	bb			70
35	35	XS1_240322_15_CA_F_7_D2		0	4.48	135.882		135.882	bb			61
22	22	XS1_240322_18_NC_F_15_E1		0	4.12	10.031		10.031	bb			1
28	28	XS1_240322_19_NC_F_15_E2		0	4.49	164.595		164.595	bb			69
34	34	XS1_240322_22_CA_F_15_F1		0	4.49	204.362		204.362	bb			87
32	32	XS1_240322_23_CA_F_15_F2		0	4.48	406.879		406.879	bb			169
4	4	XS1_240322_26_NC_F_30_g1		0	4.49	144.036		144.036	bb			50
23	23	XS1_240322_27_NC_F_30_g2		0	4.49	124.337		124.337	bb			59
5	5	XS1_240322_30_CA_h_30_h1		0	4.49	95.473		95.473	bb			34
9	9	XS1_240322_31_CA_h_30_h2		0	4.48	346.328		346.328	bb			155
12	12	XS1_240322_34_NC_F_45_I1		0	4.49	239.806		239.806	bb			97
11	11	XS1_240322_35_NC_F_45_I2		0	4.48	374.598		374.598	bb			177
3	3	XS1_240322_38_CA_J_45_J1		0	4.49	359.302		359.302	bb			167
7	7	XS1_240322_39_CA_J_45_J2		0	4.49	160.165		160.165	bb			65
33	33	XS1_240322_42_NC_K_60_K1		0	4.47	81.542		81.542	bb			40
14	14	XS1_240322_43_NC_K_60_K2		0	4.5	89.956		89.956	bb			31
21	21	XS1_240322_46_CA_F_60_L1		0	4.49	161.063		161.063	bb			66
6	6	XS1_240322_47_CA_F_60_L2		0	4.49	130.287		130.287	bb			47
13	13	XS1_240322_50_NC_F_90_M1		0	4.5	153.826		153.826	bb			39
30	30	XS1_240322_51_NC_F_90_M2		0	4.48	99.289		99.289	bb			36
26	26	XS1_240322_54_CA_F_90_N1		0	4.5	382.092		382.092	bb			171
37	37	XS1_240322_55_CA_F_90_N2		0	4.49	104.405		104.405	bb			43
15	15	XS1_240322_58_NC_media_AK1		0	4.49	7.397		7.397	bb			3
16	16	XS1_240322_59_NC_media_AK2		0	4.27	0.312		0.312	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	4.51	3.718		3.718	bb			3
19	19	XS1_240322_61_CA_media_AL2		0	4.5	11.331		11.331	bb			4
18	18	XS1_240322_MB_PooledQC_03		0	4.22	2.695		2.695	bb			1
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	4.18	6.152		6.152	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	4.48	140.811		140.811	bb			65
1	1	XS1_240322_MB_SST_01		0	4.49	220389.344		220389.344	bb			64254
38	38	XS1_240322_MB_SST_02		0	4.47	194570.406		194570.406	bb			59070
												
Compound 107:  Proline												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
Compound 108:  Threonine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
Compound 109:  Alanine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
Compound 110:  Leucine/Isoleucine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	3.51	22.657		22.657	bb			6
2	2	XS1_240322_02_NC_C_A2		0	3.77	556.811		556.811	bb			78
8	8	XS1_240322_06_CA_C_B1		0	3.51	30.592		30.592	bb			8
20	20	XS1_240322_07_CA_C_B2		0	3.77	260.918		260.918	bb			103
36	36	XS1_240322_10_NC_F_7_C1		0	3.77	402.361		402.361	bb			134
29	29	XS1_240322_11_NC_F_7_C2		0	3.77	117.079		117.079	bb			30
27	27	XS1_240322_14_CA_F_7_D1		0	3.77	362.08		362.08	bb			129
35	35	XS1_240322_15_CA_F_7_D2		0	3.51	42.751		42.751	bb			15
22	22	XS1_240322_18_NC_F_15_E1		0	3.51	39.286		39.286	bb			14
28	28	XS1_240322_19_NC_F_15_E2		0	3.52	39.086		39.086	bb			15
34	34	XS1_240322_22_CA_F_15_F1		0	3.77	338.335		338.335	bb			125
32	32	XS1_240322_23_CA_F_15_F2		0	3.77	1089.802		1089.802	bb			391
4	4	XS1_240322_26_NC_F_30_g1		0	3.77	246.328		246.328	bb			43
23	23	XS1_240322_27_NC_F_30_g2		0	3.78	166.756		166.756	bb			47
5	5	XS1_240322_30_CA_h_30_h1		0	3.77	114.889		114.889	bb			25
9	9	XS1_240322_31_CA_h_30_h2		0	3.51	89.233		89.233	bb			24
12	12	XS1_240322_34_NC_F_45_I1		0	3.51	71.905		71.905	bb			20
11	11	XS1_240322_35_NC_F_45_I2		0	3.77	392.655		392.655	bb			91
3	3	XS1_240322_38_CA_J_45_J1		0	3.78	615.238		615.238	bb			114
7	7	XS1_240322_39_CA_J_45_J2		0	3.77	247.207		247.207	bb			49
33	33	XS1_240322_42_NC_K_60_K1		0	3.74	124.436		124.436	bb			33
14	14	XS1_240322_43_NC_K_60_K2		0	3.52	37.188		37.188	bb			11
21	21	XS1_240322_46_CA_F_60_L1		0	3.77	267.493		267.493	bb			72
6	6	XS1_240322_47_CA_F_60_L2		0	3.78	218.288		218.288	bb			37
13	13	XS1_240322_50_NC_F_90_M1		0	3.52	47.345		47.345	bb			13
30	30	XS1_240322_51_NC_F_90_M2		0	3.77	240.292		240.292	bb			65
26	26	XS1_240322_54_CA_F_90_N1		0	3.51	139.576		139.576	bb			52
37	37	XS1_240322_55_CA_F_90_N2		0	3.77	217.553		217.553	bb			66
15	15	XS1_240322_58_NC_media_AK1		0	3.57	0.432		0.432	bb			0
16	16	XS1_240322_59_NC_media_AK2		0	3.53	2.111		2.111	bb			1
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	3.55	16.702		16.702	bb			3
18	18	XS1_240322_MB_PooledQC_03		0	3.73	14.287		14.287	bb			3
25	25	XS1_240322_MB_PooledQC_04		0	3.37	5.233		5.233	bb			1
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	3.77	198.761		198.761	bb			40
1	1	XS1_240322_MB_SST_01		0	3.52	284072.531		284072.531	bb			21008
38	38	XS1_240322_MB_SST_02		0	3.51	250586.578		250586.578	bb			32796
												
Compound 111:  Methionine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	3.1	0.624		0.624	bb			1
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0	3.04	0.297		0.297	bb			1
20	20	XS1_240322_07_CA_C_B2		0	3.21	0.518		0.518	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0	3.19	0.172		0.172	bb			0
27	27	XS1_240322_14_CA_F_7_D1		0	3.1	0.514		0.514	bb			1
35	35	XS1_240322_15_CA_F_7_D2		0	3.09	1.21		1.21	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0	3.18	0.105		0.105	bb			0
32	32	XS1_240322_23_CA_F_15_F2		0	3.07	4.033		4.033	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	3.07	17.927		17.927	bb			3
23	23	XS1_240322_27_NC_F_30_g2		0	3.08	0.196		0.196	bb			1
5	5	XS1_240322_30_CA_h_30_h1		0	3.17	0.314		0.314	bb			1
9	9	XS1_240322_31_CA_h_30_h2		0	3.1	2.718		2.718	bb			2
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0	3.15	11.191		11.191	bb			2
3	3	XS1_240322_38_CA_J_45_J1		0	3.28	0.438		0.438	bb			1
7	7	XS1_240322_39_CA_J_45_J2		0	3.17	0.093		0.093	bb			0
33	33	XS1_240322_42_NC_K_60_K1		0	3.33	0.574		0.574	bb			1
14	14	XS1_240322_43_NC_K_60_K2		0	3.1	0.114		0.114	bb			0
21	21	XS1_240322_46_CA_F_60_L1		0	3.4	0.096		0.096	bb			0
6	6	XS1_240322_47_CA_F_60_L2		0	3.09	3.565		3.565	bb			2
13	13	XS1_240322_50_NC_F_90_M1		0	3.28	0.145		0.145	bb			0
30	30	XS1_240322_51_NC_F_90_M2		0	3.05	6.488		6.488	bb			2
26	26	XS1_240322_54_CA_F_90_N1		0	3.37	2.072		2.072	bb			1
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0	3.15	1.957		1.957	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	3.21	0.884		0.884	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	3.04	0.272		0.272	bb			1
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0	3.09	1.416		1.416	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	3.33	1.086		1.086	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	3.31	0.862		0.862	bb			1
1	1	XS1_240322_MB_SST_01		0	3.07	317.549		317.549	bb			80
38	38	XS1_240322_MB_SST_02		0	3.07	167.744		167.744	bb			37
												
Compound 112:  Glycine												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
